Name,Cells,Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),Common (1),Uncommon (2),Rare (3),Epic (4),Legendary (5),Unreal (6),set,Common ID,Uncommon ID,Rare,Epic ID,Legendary ID,Unreal ID,Legacy ID,Legacy
Crypto-Cola,2,111 000,291375,764925,2008020,5271105,13836690,2.00%,2.50%,3.10%,6.54%,14.66%,18.42%,,6654961c94f3f3541c7f1d74,6654961c94f3f3541c7f1d77,6654961c94f3f3541c7f1d7d,6654961c94f3f3541c7f1d83,6654961c94f3f3541c7f1d89,6654961c94f3f3541c7f1d8f,,
SunsetSentinel,2,2 100 000,5512500,14470365,37984800,99710100,261739065,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,6657556a94f3f3541c8ca9c9,6657556a94f3f3541c8ca9cc,6657556a94f3f3541c8ca9d2,6657556a94f3f3541c8ca9d8,6657556a94f3f3541c8ca9de,6657556a94f3f3541c8ca9e4,,
AmericanSpirit,2,2 950 000,7743750,20327370,53359425,140068530,367679970,3.00%,4.39%,7.25%,11.27%,16.89%,24.75%,,6657563594f3f3541c8cac0f,6657563594f3f3541c8cac12,6657563594f3f3541c8cac18,6657563594f3f3541c8cac1e,6657563594f3f3541c8cac24,6657563594f3f3541c8cac2a,,
ImperialMine Lite,2,45 000 000,118130000,310100000,,,,3.00%,7.00%,12.00%,,,,,6661b093dddadd0605ed5415,674881331745a1e9ed4c368c,674881331745a1e9ed4c3694,,,,,
ImperialMine,2,448 000 000,1176000000,3087000000,,,,8.00%,13.00%,19.00%,,,,,6661b0bbdddadd0605ed56c9,6748816f1745a1e9ed4c37db,6748816f1745a1e9ed4c37e3,,,,,
ImperialMine Ultra,2,780 000 000,,,,,,15.00%,,,,,,,6661b0eddddadd0605ed57eb,,,,,,,
Beachside Billionaire,2,1 200 000,3150000,8268750,21705495,56976990,149564625,3.50%,4.50%,7.44%,11.56%,17.32%,25.39%,,6661dceadddadd0605eedd34,6661dceadddadd0605eedd37,6661dceadddadd0605eedd3d,6661dceadddadd0605eedd43,6661dceadddadd0605eedd49,6661dceadddadd0605eedd4f,,
Roller Referee,2,216 000,,,,,,0.10%,,,,,,,6668963edddadd0605fda7ac,,,,,,,
Dude Bitlingham,2,243 000,,,,,,0.10%,,,,,,,66689684dddadd0605fda7f6,,,,,,,
Shibumessi,2,270 000,,,,,,0.10%,,,,,,,666896c5dddadd0605fda8bb,,,,,,,
Cryptiano,2,297 000,,,,,,0.10%,,,,,,,66689701dddadd0605fda905,,,,,,,
Doge Cryptodona,2,648 000,,,,,,0.15%,,,,,,,6668973cdddadd0605fda94f,,,,,,,
Earning Haamland,2,702 000,,,,,,0.15%,,,,,,,66689794dddadd0605fda99a,,,,,,,
Pepele,2,1 296 000,,,,,,0.25%,,,,,,,666897d2dddadd0605fda9e4,,,,,,,
Crypto Hambappe,2,1 404 000,,,,,,0.25%,,,,,,,6668980bdddadd0605fdaa2e,,,,,,,
CryptoLegend,2,1 512 000,,,,,,0.25%,,,,,,,66689843dddadd0605fdaa78,,,,,,,
Ballon Rollerd'Or,2,16 000 000,42000000,110250000,300000000,750000000,2000000000,5.00%,6.50%,8.00%,20.00%,35.00%,60.00%,,6668991fdddadd0605fdab24,6668991fdddadd0605fdab27,6668991fdddadd0605fdab2d,686bc1d7411d00ff2797fdd5,686bc1d7411d00ff2797fddf,686bc1d7411d00ff2797fde9,,
Hual TG 29,1,1 100 000,2887500,7579740,19896870,52229310,137101965,1.00%,4.50%,7.44%,11.56%,17.32%,25.39%,,6668a307dddadd0605fdad03,6668a307dddadd0605fdad06,6668a307dddadd0605fdad0c,6668a307dddadd0605fdad12,6668a307dddadd0605fdad18,6668a307dddadd0605fdad1e,,
Hamyo JJ-P101,1,1 350 000,3543750,9302370,24418800,64099350,168260820,1.00%,4.50%,7.44%,11.56%,17.32%,25.39%,,6668a449dddadd0605fdb363,6668a449dddadd0605fdb366,6668a449dddadd0605fdb36c,6668a449dddadd0605fdb372,6668a449dddadd0605fdb378,6668a449dddadd0605fdb37e,,
CryptoKnight,2,4 200 000,11025000,28940625,75969180,199419150,523475295,2.50%,3.60%,6.54%,10.66%,16.42%,24.49%,,667a94de7aadfd066ba32cc6,667a94de7aadfd066ba32cc9,667a94de7aadfd066ba32ccf,667a94de7aadfd066ba32cd5,667a94de7aadfd066ba32cdb,667a94de7aadfd066ba32ce1,,
Stonks,2,1 200 000,3150000,8268750,21705495,56976990,149564625,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,667aefce7aadfd066ba5f143,667aefce7aadfd066ba5f146,667aefce7aadfd066ba5f14c,667aefce7aadfd066ba5f152,667aefce7aadfd066ba5f158,667aefce7aadfd066ba5f15e,,
BitcoinMaster,2,270 000,708750,1860495,4883865,12820185,33653025,1.00%,2.40%,5.80%,9.72%,15.21%,22.89%,,667d280b7643815232bdaf1e,667d280b7643815232bdaf21,667d280b7643815232bdaf27,667d280b7643815232bdaf2d,667d280b7643815232bdaf33,667d280b7643815232bdaf39,,
Cryptonian,2,9 999 999,26250000,68906250,180878985,474807375,1246369425,0.00%,0.20%,0.40%,0.60%,0.80%,1.00%,,667d7b417643815232c14f0c,667d7b417643815232c14f0f,667d7b417643815232c14f15,667d7b417643815232c14f1b,667d7b417643815232c14f21,667d7b417643815232c14f27,,
RollerHouse,2,55 000,144375,379050,995085,2612190,6857025,0.00%,0.40%,0.96%,1.74%,2.84%,6.20%,,6683e66d7643815232ca64a1,6683e66d7643815232ca64a4,6683e66d7643815232ca64aa,6683e66d7643815232ca64b0,6683e66d7643815232ca64b6,6683e66d7643815232ca64bc,,
AmericanDream,2,704 000,1848000,4851000,12733875,33426435,87744405,4.00%,5.85%,9.67%,15.02%,22.51%,33.00%,,6686802a7643815232d223a7,6686802a7643815232d223aa,6686802a7643815232d223b0,6686802a7643815232d223b6,6686802a7643815232d223bc,6686802a7643815232d223c2,,
RollerDice,2,1 800 000,4725000,12403125,32558295,85465590,224347200,6.06%,8.32%,10.86%,14.55%,19.40%,25.41%,,668bf1607643815232dc11c2,668bf1607643815232dc11c5,668bf1607643815232dc11cb,668bf1607643815232dc11d1,668bf1607643815232dc11d7,668bf1607643815232dc11dd,,
GigaBara,2,60 000,500000,1500000,4000000,12000000,30000000,3.00%,5.00%,8.00%,12.00%,16.00%,22.00%,,668e75757643815232e54c2a,6867af8d411d00ff2790afab,6867af8d411d00ff2790afb5,6867af8d411d00ff2790afbf,6867af8d411d00ff2790afc9,6867af8d411d00ff2790afd3,,
TeraBara,2,185 000,1000000,2700000,7500000,20000000,60000000,5.00%,8.00%,12.00%,18.00%,26.00%,34.00%,,668e75fb7643815232e5619c,6867b1aa411d00ff2790bd40,6867b1aa411d00ff2790bd4a,6867b1aa411d00ff2790bd54,6867b1aa411d00ff2790bd5e,6867b1aa411d00ff2790bd68,,
ExaBara,2,475 000,1500000,5000000,15000000,45000000,120000000,8.00%,12.00%,17.00%,25.00%,38.00%,55.00%,,668e76627643815232e5682b,6867b30e411d00ff2790d1f7,6867b30e411d00ff2790d201,6867b30e411d00ff2790d20b,6867b30e411d00ff2790d21b,6867b30e411d00ff2790d225,,
HamsterStation,2,835 000,2191875,5753685,15103515,39646740,104072745,5.00%,7.92%,10.34%,13.86%,18.48%,24.20%,,668fbaf37643815232e9c742,668fbaf37643815232e9c745,668fbaf37643815232e9c74b,668fbaf37643815232e9c751,668fbaf37643815232e9c757,668fbaf37643815232e9c75d,,
BeetCoiner,2,104 000,273000,716625,1881180,4938150,12962670,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,6687bde47643815232d5f0c6,6687bde47643815232d5f0c9,6687bde47643815232d5f0cf,6687bde47643815232d5f0d5,6687bde47643815232d5f0db,6687bde47643815232d5f0e1,,
BloomHasher,2,164 000,430500,1130115,2966565,7787325,20441820,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,6687be827643815232d5f3c1,6687be827643815232d5f3c4,6687be827643815232d5f3ca,6687be827643815232d5f3d0,6687be827643815232d5f3d6,6687be827643815232d5f3dc,,
Mineapple,2,550 000,1443750,3789870,9948435,26114655,68551035,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,6687bf4f7643815232d5f741,6687bf4f7643815232d5f744,6687bf4f7643815232d5f74a,6687bf4f7643815232d5f750,6687bf4f7643815232d5f756,6687bf4f7643815232d5f75c,,
Mineshroom,2,780 000,2047500,5374740,14108745,37035495,97218240,0.75%,1.80%,3.27%,5.33%,8.21%,12.24%,,6687c01a7643815232d60217,6687c01a7643815232d6021a,6687c01a7643815232d60220,6687c01a7643815232d60226,6687c01a7643815232d6022c,6687c01a7643815232d60232,,
BronzeCorn,2,250 000,,,,,,0.00%,,,,,,Bronze_Farm_Set,6687ccfc7643815232d6402d,,,,,,,
BronzeTomato,2,300 000,,,,,,0.00%,,,,,,Bronze_Farm_Set,6687cd307643815232d64077,,,,,,,
BronzeBlueberries,2,350 000,,,,,,0.50%,,,,,,Bronze_Farm_Set,6687cd837643815232d640c1,,,,,,,
BronzePumpkin,2,550 000,,,,,,1.00%,,,,,,Bronze_Farm_Set,6687cdc47643815232d64726,,,,,,,
SilverBerries,2,260 000,,,,,,0.00%,,,,,,Silver_Farm_Set,6687ce4e7643815232d65297,,,,,,,
SilverMulberries,2,350 000,,,,,,0.50%,,,,,,Silver_Farm_Set,6687cea87643815232d65882,,,,,,,
SilverCabbage,2,750 000,,,,,,0.75%,,,,,,Silver_Farm_Set,6687ced67643815232d65cc8,,,,,,,
SilverWheat,2,1 000 000,,,,,,1.00%,,,,,,Silver_Farm_Set,6687cefd7643815232d65d11,,,,,,,
GoldenCarrot,2,250 000,,,,,,0.25%,,,,,,Golden_Farm_Set,6687cf557643815232d65d5c,,,,,,,
GoldenEchinopsis,2,300 000,,,,,,0.50%,,,,,,Golden_Farm_Set,6687cf817643815232d65da6,,,,,,,
GoldenTomato,2,350 000,,,,,,0.75%,,,,,,Golden_Farm_Set,6687cfae7643815232d65def,,,,,,,
GoldenMelon,2,400 000,,,,,,1.00%,,,,,,Golden_Farm_Set,6687cfd57643815232d65e39,,,,,,,
OrganicPower,2,800 000,2100000,5512500,14470365,37984800,99710100,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,668cfced7643815232df80bf,668cfced7643815232df80c2,668cfced7643815232df80c8,668cfced7643815232df80ce,668cfced7643815232df80d4,668cfced7643815232df80da,,
Granny'sMiner,2,2 000 000,5250000,13781250,36175860,94961685,249274515,2.00%,4.50%,7.44%,11.56%,17.32%,25.39%,,668cfef47643815232df9960,668cfef47643815232df9963,668cfef47643815232df9969,668cfef47643815232df996f,668cfef47643815232df9975,668cfef47643815232df997b,,
BalconyHasher,2,6 000 000,15750000,41343750,108527370,284884425,747821655,4.00%,5.85%,9.67%,15.02%,22.51%,33.00%,,668d00c67643815232dfc5b5,668d00c67643815232dfc5b8,668d00c67643815232dfc5be,668d00c67643815232dfc5c4,668d00c67643815232dfc5ca,668d00c67643815232dfc5d0,,
Hamgardener,2,200 000,525000,1378125,3617670,9496410,24928155,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,668fe2fb7643815232eb3ef7,668fe2fb7643815232eb3efa,668fe2fb7643815232eb3f00,668fe2fb7643815232eb3f06,668fe2fb7643815232eb3f0c,668fe2fb7643815232eb3f12,,
SunnyBarn,2,220 000,577500,1515990,3979500,10446240,27421380,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,668fe3807643815232eb46e1,668fe3807643815232eb46e4,668fe3807643815232eb46ea,668fe3807643815232eb46f0,668fe3807643815232eb46f6,668fe3807643815232eb46fc,,
SproutSquad,2,240 000,630000,1653750,4341120,11395440,29913030,0.00%,0.40%,0.96%,1.74%,2.84%,4.38%,,668fe45d7643815232eb76dc,668fe45d7643815232eb76df,668fe45d7643815232eb76e5,668fe45d7643815232eb76eb,668fe45d7643815232eb76f1,668fe45d7643815232eb76f7,,
MysticGarden,2,300 000,787500,2067240,5426505,14244615,37392180,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,668fe5257643815232eb7f97,668fe5257643815232eb7f9a,668fe5257643815232eb7fa0,668fe5257643815232eb7fa6,668fe5257643815232eb7fac,668fe5257643815232eb7fb2,,
TomatoTroopers,2,320 000,840000,2205000,5788125,15193920,39884040,0.45%,1.08%,1.96%,3.20%,4.93%,7.35%,,668fe5bf7643815232eb818d,668fe5bf7643815232eb8190,668fe5bf7643815232eb8196,668fe5bf7643815232eb819c,668fe5bf7643815232eb81a2,668fe5bf7643815232eb81a8,,
StoneGuardian,2,440 000,1155000,3031875,7958685,20891640,54840555,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,668fe6dc7643815232eb8897,668fe6dc7643815232eb889a,668fe6dc7643815232eb88a0,668fe6dc7643815232eb88a6,668fe6dc7643815232eb88ac,668fe6dc7643815232eb88b2,,
MechaFlyTrap,2,540 000,1417500,3720990,9767625,25640055,67305210,1.00%,2.40%,4.36%,7.10%,10.95%,16.32%,,668fe85f7643815232ebaaa7,668fe85f7643815232ebaaaa,668fe85f7643815232ebaab0,668fe85f7643815232ebaab6,668fe85f7643815232ebaabc,668fe85f7643815232ebaac2,,
Zombiner,2,5 200 000,13650000,35831250,94057110,246899940,648112395,4.00%,5.85%,9.67%,15.02%,22.51%,33.00%,,668fe9897643815232ebbbfb,668fe9897643815232ebbbfe,668fe9897643815232ebbc04,668fe9897643815232ebbc0a,668fe9897643815232ebbc10,668fe9897643815232ebbc16,,
Solar Micro,2,500 000,,,,,,15.00%,,,,,,,6691012f7643815232ef072b,,,,,,,
Solar Mid,2,1 500 000,,,,,,25.00%,,,,,,,669101587643815232ef0a1c,,,,,,,
Solar Large,2,2 500 000,,,,,,50.00%,,,,,,,6691017e7643815232ef0bcc,,,,,,,
Solar Mega,2,5 000 000,,,,,,100.00%,,,,,,,669101ac7643815232ef0eb7,,,,,,,
Crypt-o-Walker,2,775 000,2034375,5340300,14018340,36798195,96595275,3.75%,5.85%,9.67%,15.02%,22.51%,33.00%,,6697aaa17fbd81c11d16453d,6697aaa17fbd81c11d164540,6697aaa17fbd81c11d164546,6697aaa17fbd81c11d16454c,6697aaa17fbd81c11d164552,6697aaa17fbd81c11d164558,,
LuxuryLife,2,640 000,1680000,4410000,11576250,30387735,79767870,1.00%,5.85%,9.67%,15.02%,22.51%,33.00%,,669936db1d38eb89cd9b8d00,669936db1d38eb89cd9b8d03,669936db1d38eb89cd9b8d09,669936db1d38eb89cd9b8d0f,669936db1d38eb89cd9b8d15,669936db1d38eb89cd9b8d1b,,
Reality Miner,2,750 000,,,,,,1.00%,,,,,,,669fcfc58055d6def342d1ab,,,,,,,
Power Miner,2,875 000,,,,,,0.00%,,,,,,,669fd08e8055d6def342d2d1,,,,,,,
Soul Miner,2,1 374 998,,,,,,0.00%,,,,,,,669fd0e78055d6def342d31c,,,,,,,
Death Miner,2,1 500 000,,,,,,1.50%,,,,,,,669fd1788055d6def342d420,,,,,,,
Space Miner,2,1 625 000,,,,,,0.50%,,,,,,,669fd1fd8055d6def342d53d,,,,,,,
Mind Miner,2,1 750 000,,,,,,0.00%,,,,,,,669fd3538055d6def342d81c,,,,,,,
Time Miner,2,2 500 000,,,,,,1.00%,,,,,,,669fd35f8055d6def342d865,,,,,,,
Illusion Miner,2,2 750 000,,,,,,1.50%,,,,,,,669fd3b78055d6def342d8bd,,,,,,,
Life Miner,2,4 500 000,,,,,,2.50%,,,,,,,669fd40b8055d6def342d91a,,,,,,,
RollerAdminGauntlet,2,28 888 888,75833415,199062780,,,,9.99%,20.00%,30.00%,,,,,669fd6a88055d6def342da6b,66a112918055d6def3474184,66a112918055d6def347418c,,,,,
MegaEthereum,2,240 000,630000,1660000,4360000,11450000,30060000,1.00%,2.40%,5.80%,10.00%,15.50%,23.00%,,66a7ac5b8055d6def356ebd3,66a7ac5b8055d6def356ebd6,66a7ac5c8055d6def356ebdc,66a7ac5c8055d6def356ebe2,66a7ac5c8055d6def356ebe8,66a7ac5c8055d6def356ebee,,
Mr.President,2,3 486 000,9160000,24050000,63200000,166000000,440000000,4.00%,5.80%,9.50%,15.00%,22.50%,33.00%,,66aa36298055d6def36019d0,66ba12d33e051f4d3fd51e07,66ba12d33e051f4d3fd51e0f,66ba12d43e051f4d3fd51e17,66ba12d43e051f4d3fd51e1f,66ba12d43e051f4d3fd51e27,,
Vote For Thump,2,1 000,,,,,,0.00%,,,,,,,66b23b128055d6def37371fe,,,,,,,
Vote For Hmepe,2,1 000,,,,,,0.00%,,,,,,,66b23b9b8055d6def37372ee,,,,,,,
Perfectly Balanced,2,2 200 000,5780000,15180000,39900000,105000000,280000000,2.20%,4.50%,7.40%,11.60%,17.40%,26.00%,,66b0dacd8055d6def36d07f7,66b0dacd8055d6def36d07fa,66b0dacd8055d6def36d0800,66b0dacd8055d6def36d0806,66b0dacd8055d6def36d080c,66b0dacd8055d6def36d0812,,
Fogg's Way,2,3 100 000,8140000,21370000,56100000,148000000,390000000,3.00%,5.20%,8.30%,12.60%,18.70%,27.00%,,66b4b5cc8055d6def379548f,66b4b5cc8055d6def3795492,66b4b5cc8055d6def3795498,66b4b5cc8055d6def379549e,66b4b5cc8055d6def37954a4,66b4b5cc8055d6def37954aa,,
Flux Capacitor Gate,2,3 000 000,7500000,18750000,46900000,118000000,3000000,4.20%,7.00%,12.00%,20.00%,32.00%,50.00%,,66bdf389d479b2d3ce357309,66bdf389d479b2d3ce35730c,66bdf389d479b2d3ce357312,66bdf389d479b2d3ce357318,66bdf389d479b2d3ce35731e,66bdf389d479b2d3ce357324,,
Quantum Conductor,2,704 000,,,,,,0.75%,,,,,,Power_Up_Set,66c31aecb82bcb27662d2f53,,,,,,,
Energy Amplifier,2,1 120 000,,,,,,1.00%,,,,,,Power_Up_Set,66c31b17b82bcb27662d302b,,,,,,,
Nano-Node Extractor,2,1 440 000,,,,,,1.00%,,,,,,Power_Up_Set,66c31b3eb82bcb27662d30d8,,,,,,,
Delulu Shell,2,4 250 000,11160000,29300000,77000000,203000000,540000000,3.00%,6.24%,9.96%,15.12%,22.44%,32.40%,,66c5e4a9b82bcb276633c4c9,66c5e4a9b82bcb276633c4cc,66c5e4a9b82bcb276633c4d2,66c5e4a9b82bcb276633c4d8,66c5e4a9b82bcb276633c4de,66c5e4a9b82bcb276633c4e4,,
Blockchain Beaker,2,1 040 000,2730000,7170000,18900000,50000000,140000000,1.00%,2.40%,5.80%,10.00%,15.50%,23.00%,,66d823e5e0dd3530da74c4f3,66d823e5e0dd3530da74c4f6,66d823e5e0dd3530da74c4fc,66d823e5e0dd3530da74c502,66d823e5e0dd3530da74c508,66d823e5e0dd3530da74c50e,,
Ritualis,2,99 000,260000,690000,1900000,5000000,20000000,0.25%,0.75%,1.50%,4.00%,9.00%,15.00%,,66d05b88e89c8517a8ec4876,66d05b88e89c8517a8ec4879,66d05b88e89c8517a8ec487f,66d05b88e89c8517a8ec4885,66d05b88e89c8517a8ec488b,66d05b88e89c8517a8ec4891,,
Bitly Juice,2,1 300 000,3420000,8980000,23600000,62000000,170000000,2.30%,4.50%,7.40%,11.60%,17.40%,26.00%,,66d5af54e89c8517a8f71911,66d5af54e89c8517a8f71914,66d5af54e89c8517a8f7191a,66d5af54e89c8517a8f71920,66d5af54e89c8517a8f71926,66d5af54e89c8517a8f7192c,,
Dogenator,2,260 000,690000,1820000,4800000,13000000,40000000,1.00%,2.50%,5.50%,11.00%,18.00%,25.00%,,66e1895ce0dd3530da86db13,66e1895ce0dd3530da86db16,66e1895ce0dd3530da86db1c,66e1895ce0dd3530da86db22,66e1895de0dd3530da86db28,66e1895de0dd3530da86db2e,,
Romulus IMPERIUM,2,23 000 000,60380000,158500000,,,,2.00%,5.00%,11.00%,,,,IMPERIAL_Set,66e40f06e0dd3530da8bf564,674882691745a1e9ed4c3d56,674882691745a1e9ed4c3d5e,,,,,
Conquest IMPERIUM,2,204 000 000,535500000,1405690000,,,,10.00%,13.00%,19.00%,,,,IMPERIAL_Set,66e40f32e0dd3530da8bf7da,674882a81745a1e9ed4c3e66,674882a81745a1e9ed4c3e6e,,,,,
PAX IMPERIUM,2,465 000 000,,,,,,15.00%,,,,,,IMPERIAL_Set,66e40f5de0dd3530da8bfa3a,,,,,,,
VoidSaw,2,5 700 000,14970000,39300000,103200000,271000000,720000000,5.00%,7.92%,10.34%,13.86%,18.48%,24.20%,,66df04a1e0dd3530da811de1,66df04a1e0dd3530da811de4,66df04a1e0dd3530da811dea,66df04a1e0dd3530da811df0,66df04a1e0dd3530da811df6,66df04a1e0dd3530da811dfc,,
Aegis of Ultramar,2,120 000,320000,840000,2300000,7000000,20000000,0.00%,1.00%,2.40%,4.40%,7.10%,11.00%,,66df0555e0dd3530da81222d,66df0555e0dd3530da812230,66df0555e0dd3530da812236,66df0555e0dd3530da81223c,66df0555e0dd3530da812242,66df0555e0dd3530da812248,,
Void Herald,2,4 400 000,11550000,30320000,79600000,209000000,550000000,4.00%,5.80%,9.50%,15.00%,22.50%,33.00%,,66df0606e0dd3530da81326d,66df0606e0dd3530da813270,66df0606e0dd3530da813276,66df0606e0dd3530da81327c,66df0606e0dd3530da813282,66df0606e0dd3530da813288,,
SunsetForge,2,5 850 000,15360000,40320000,105900000,278000000,730000000,8.00%,11.14%,14.55%,19.50%,26.00%,34.05%,,66e04279e0dd3530da847c1e,66e04279e0dd3530da847c21,66e04279e0dd3530da847c27,66e04279e0dd3530da847c2d,66e04279e0dd3530da847c33,66e04279e0dd3530da847c39,,
JustChill,2,8 650 000,22710000,59620000,156600000,412000000,1090000000,9.50%,12.30%,16.10%,21.50%,28.70%,37.50%,,66e19565e0dd3530da86fe5f,66e19565e0dd3530da86fe62,66e19565e0dd3530da86fe68,66e19566e0dd3530da86fe6e,66e19566e0dd3530da86fe74,66e19566e0dd3530da86fe7a,,
PalmPilot,2,2 599 000,6830000,17930000,47100000,124000000,330000000,1.50%,4.50%,7.40%,11.60%,17.40%,26.00%,,66e845d0e0dd3530da915bba,66e845d0e0dd3530da915bbd,66e845d0e0dd3530da915bc3,66e845d0e0dd3530da915bc9,66e845d0e0dd3530da915bcf,66e845d0e0dd3530da915bd5,,
Just One Beer,2,250 000,,,,,,1.50%,,,,,,Beer Pack_Set,66ead191e0dd3530da969e5f,,,,,,,
Just Enough,2,760 000,,,,,,2.50%,,,,,,Beer Pack_Set,66ead1cde0dd3530da969ea9,,,,,,,
Das Ist Gut,2,1 500 000,,,,,,3.00%,,,,,,Beer Pack_Set,66ead1fbe0dd3530da969ef3,,,,,,,
Green Space,2,4 350 000,11420000,29980000,78700000,207000000,550000000,1.75%,2.40%,4.36%,7.10%,10.95%,16.32%,,66f17eebe0dd3530daa297f3,66f17eebe0dd3530daa297f6,66f17eebe0dd3530daa297fc,66f17eebe0dd3530daa29802,66f17eebe0dd3530daa29808,66f17eebe0dd3530daa2980e,,
Prague Orloj,2,1 000 000,2630000,6910000,18200000,48000000,130000000,3.50%,4.50%,7.44%,11.56%,17.32%,25.39%,,66f2ae6de0dd3530daa57585,66f2ae6de0dd3530daa57588,66f2ae6de0dd3530daa5758e,66f2ae6de0dd3530daa57594,66f2ae6de0dd3530daa5759a,66f2ae6de0dd3530daa575a0,,
The Cactus,2,6 500 000,17070000,44810000,117700000,309000000,820000000,6.50%,4.50%,7.44%,11.56%,17.32%,25.39%,,66fa7ef6e0dd3530dab15ada,66fa7ef6e0dd3530dab15add,66fa7ef6e0dd3530dab15ae3,66fa7ef6e0dd3530dab15ae9,66fa7ef6e0dd3530dab15aef,66fa7ef6e0dd3530dab15af5,,
Photon Phaser,2,440 000,1160000,3050000,8100000,22000000,60000000,0.50%,1.20%,2.20%,3.60%,5.60%,8.50%,,66f1be37e0dd3530daa2e1e0,66f1be37e0dd3530daa2e1e3,66f1be37e0dd3530daa2e1e9,66f1be37e0dd3530daa2e1ef,66f1be37e0dd3530daa2e1f5,66f1be37e0dd3530daa2e1fb,,
Quantum Queller,2,525 000,1380000,3630000,9600000,26000000,70000000,0.50%,1.20%,2.20%,3.60%,5.60%,8.50%,,66f1bed1e0dd3530daa2e342,66f1bed1e0dd3530daa2e345,66f1bed1e0dd3530daa2e34b,66f1bed1e0dd3530daa2e351,66f1bed1e0dd3530daa2e357,66f1bed1e0dd3530daa2e35d,,
Retro Raygun,2,600 000,1580000,4150000,10900000,29000000,80000000,0.50%,1.20%,2.20%,3.60%,5.60%,8.50%,,66f1bf52e0dd3530daa2e483,66f1bf52e0dd3530daa2e486,66f1bf52e0dd3530daa2e48c,66f1bf52e0dd3530daa2e492,66f1bf52e0dd3530daa2e498,66f1bf52e0dd3530daa2e49e,,
Solar Shooter,2,850 000,2240000,5880000,15500000,41000000,110000000,1.00%,2.40%,5.80%,10.00%,15.50%,23.00%,,66f1c02de0dd3530daa2e5c5,66f1c02de0dd3530daa2e5c8,66f1c02de0dd3530daa2e5ce,66f1c02de0dd3530daa2e5d4,66f1c02de0dd3530daa2e5da,66f1c02de0dd3530daa2e5e0,,
Vortex Vaporizer,2,1 140 000,3000000,7880000,20700000,55000000,150000000,1.00%,2.40%,5.80%,10.00%,15.50%,23.00%,,66f1c0bae0dd3530daa2e707,66f1c0bae0dd3530daa2e70a,66f1c0bae0dd3530daa2e710,66f1c0bae0dd3530daa2e716,66f1c0bae0dd3530daa2e71c,66f1c0bae0dd3530daa2e722,,
Galactic Guardian,2,1 820 000,4780000,12550000,33000000,87000000,230000000,1.00%,2.40%,5.80%,10.00%,15.50%,23.00%,,66f1c15ee0dd3530daa2e868,66f1c15ee0dd3530daa2e86b,66f1c15ee0dd3530daa2e871,66f1c15ee0dd3530daa2e877,66f1c15ee0dd3530daa2e87d,66f1c15ee0dd3530daa2e883,,
Codename Blue,2,1 200 000,,,,,,0.50%,,,,,,Alien_Set,66f1c18fe0dd3530daa2e8dd,,,,,,,
Codename Red,2,1 450 000,,,,,,0.50%,,,,,,Alien_Set,66f1c1b9e0dd3530daa2e9df,,,,,,,
Codename Green,2,1 800 000,,,,,,1.00%,,,,,,Alien_Set,66f1c1dee0dd3530daa2ea96,,,,,,,
Codename Gold,2,2 900 000,,,,,,1.00%,,,,,,Alien_Set,66f1c200e0dd3530daa2eadf,,,,,,,
CryptoSignal,2,1 400 000,3680000,9660000,25400000,67000000,180000000,1.00%,2.40%,5.80%,10.00%,15.50%,23.00%,,66f2efcae0dd3530daa68d65,66f2efcae0dd3530daa68d68,66f2efcae0dd3530daa68d6e,66f2efcae0dd3530daa68d74,66f2efcae0dd3530daa68d7a,66f2efcae0dd3530daa68d80,,
FusionMine,2,3 500 000,9190000,24130000,63400000,167000000,440000000,2.00%,5.00%,8.20%,12.80%,19.20%,29.00%,,66f2f06de0dd3530daa68ea6,66f2f06ee0dd3530daa68ea9,66f2f06ee0dd3530daa68eaf,66f2f06ee0dd3530daa68eb5,66f2f06ee0dd3530daa68ebb,66f2f06ee0dd3530daa68ec1,,
PlasmaCore,2,10 500 000,27570000,72380000,190000000,499000000,1310000000,5.00%,8.00%,12.00%,18.00%,26.00%,34.00%,,66f2f126e0dd3530daa68fe8,66f2f126e0dd3530daa68feb,66f2f126e0dd3530daa68ff1,66f2f126e0dd3530daa68ff7,66f2f126e0dd3530daa68ffd,66f2f126e0dd3530daa69003,,
Cryptomorph,2,500 000,1320000,3470000,9200000,25000000,70000000,0.45%,1.10%,2.00%,3.50%,5.50%,9.00%,,66f5200de0dd3530daaae736,66f5200de0dd3530daaae739,66f5200de0dd3530daaae73f,66f5200de0dd3530daaae745,66f5200ee0dd3530daaae74b,66f5200ee0dd3530daaae751,,
